Id,Employer,Jobtitle,Startdate,Enddate,Salary,Location,Experience,Specialization,description,no
1026,Integrated logistic services (Intels) nigeria limited Onne rivers state,safety /fire officer,Jun-2009,-,NULL,NULL,-2009,Engineering,"*Directs and Control effort during fire;plan attack on fire and establishes communication.
*Possess detailed knowledge of fire behaviour and fire fighting skills and suppression methods and techniques.
*Performs all neccessary emergency response duties include fire control and extinction,basic search and rescue.
*Carries out inspection and maintenance of fire fighting equipment and fire alarm systems in the company facilities.
*Carries our basic loss prevention duties by ensuring adequate inspection and maintenance of fire extinguishers in the company facilities.",2868
1028,ohismannu consultancy services ltd.,computer/sound engineeri,Feb-2010,Feb-2011,NULL,NULL,1,IT-Software,"Software Developer, General installations, web developer and manager sound engineer ",736
1029,Silver Fountain Medical Center,web manager/computer enginner,Feb-2011,Mar-2012,NULL,NULL,1,IT-Software,"Software Developer, General installations, web developer and manager sound engineer, systems maintenance",736
1030,Nigeria Breweries Plc,Technical Operator/Maintenance Engineer.,Jan-,-,NULL,NULL,0,Finance,,2469
1031,Tower galvanized product,Industrial training,Jun-2010,Jan-2011,NULL,NULL,1,Engineering,Maintained the control panel of the production and slitting line,2239
1032,"HENDRYX AND TUNEELLZ LTD, YENAGOA, BAYELSA STATE.",LIAISON-OFFICER,Mar-2007,Feb-2008,NULL,NULL,1,Engineering,LIAISING WITH THE COMPANY’S DIVERSE CLIENTS ON JOB ISSUES AND REPORTING TO THE MANAGER ON PROJECT DEVELOPMENT AND CLIENTS MATTERS,4651
1033,appzone group ltd,project manager,Jun-2012,Feb-2013,NULL,NULL,1,Finance,implemetation exercise in microfinanace banks,5849
1034,"Federal Ministry Of Works, Oyo state",Internship,Jun-2006,Nov-2006,NULL,NULL,0,Engineering,Supervision of the dualisation of Ibadan to Ilorin Road section 1,543
1035,"Pitfas Nigeria Limited, Ibadan Oyo state",Site Supervisor,Oct-2007,Mar-2008,NULL,NULL,1,Construction,Supervision of the construction of a multi-purpose hall and residential buildings,543
1036,"Santa Monica Development Limited, Ibadan Oyo state",Assistant Site Engineer,Apr-2008,Apr-2009,NULL,NULL,1,Construction,Supervision of the construction and rehabilitation of a multi-purpose hall and residential buildings,543
1037,"Ministry of Lands and Housing, Calabar",Mechanical Engineer (NYSC),Aug-2012,Jun-2013,NULL,NULL,1,Construction,Designing mechanical aspect of buildings for government and other external clients,2123
1038,Total Exploration and Production Nigeria Limited,Industrial Trainee,Sep-2010,Feb-2011,NULL,NULL,1,Oil &amp; Gas,"1)	Reporting on the caterpillar engine oil sample test.
2)	Participation on the alignment of the expedition pump on site.
3)	Measuring oil depth in wash tank on site.
",2123
1039,Ben-kay limited,Manager,Oct-2012,-,NULL,NULL,-2012,Management,"General running of Ben-kay securities and cafe,recruiting of staff/payment of salaries,Administration of business,handling of confidential documents of the firm",6001
1040,"solid and sound school,ibadan.",Teaching,Mar-2011,Jan-2012,NULL,NULL,1,Education,Teaching chemistry in senior classes and integrated science in lower classes.Handling of practicals in the laboratory.carrying out responsiblities as assigned by the management.mentoring students.,2115
1041,"solid and sound school,ibadan.",Teaching,Mar-2011,Jan-2012,NULL,NULL,1,Education,Teaching chemistry in senior classes and integrated science in lower classes.Handling of practicals in the laboratory.carrying out responsiblities as assigned by the management.mentoring students.,2115
1042,"solid and sound school,ibadan.",Teaching,Mar-2011,Jan-2012,NULL,NULL,1,Education,Teaching chemistry in senior classes and integrated science in lower classes.Handling of practicals in the laboratory.carrying out responsiblities as assigned by the management.mentoring students.,2115
1043,Ironopolis Engineering Limited,Process Engineer,Feb-2009,Mar-2013,NULL,NULL,4,Engineering,"•FEED & Detail Engineering of Wellhead Platforms and Production Facilities.
•Simulation of processing & transport facilities using Aspen Hysys software.
•Preparing and reviewing of PFDs, UFDs and P& IDS.
•Carrying out relevant process calculations such as pipe sizing verification of all process lines, equipment sizing and check for all process equipments, relief valve sizing, pmp hydraulics (NPSH) calculations.
•Perform wellhead stream fluid characterization, energy and material Balance calculations.
•Preparing and reviewing of process datasheets for equipments and instruments.
•Preparing and reviewing of design philosophies, API 14C compliance report, control and safeguarding philosophy, equipment validation report and Hysys simulation report.
•Preparing and reviewing of Line list, SAFE chart, Cause & Effect Matrix and Equipment list; providing process inputs where necessary.
•Inter Disciplinary Checking of Datasheets and Equipment Layout.
•Process Engineering Support to Pre-commissioning & Commissioning Teams and preparing detailed operating manual for process facilities.
•Responsible for the review of supplier documents required with bid including a completed supplier’s document schedule (SDS)
•Responsible for progressing submissions against the SDS as detailed in tracking registers, and for expediting documents not received on time for review.
•Active participation in HAZOP & Risk Assessment review meetings at all project milestones.
•MTO & RFQ for Fire Fighting Systems and other safety equipments.
•Review of vendor documents for all safety equipments.
•Prepare safety equipment list and datasheets.
Producing safety equipments arrangement plans, isometrics, elevations as well as safety escape layouts from the PDMS Model and Autocad.
•Continuously updating the risk assessment action tracking register.	
",4694
1044,Nigerian Petroleum Development Company,Industrail trainee,Dec-2010,May-2011,NULL,NULL,1,Oil &amp; Gas,"I learnt reservoir engineering, Pressure,Volume and Temperature analysis and oil servicing industries.had practical experience by visiting an oil rig and a flow station.",5080
1045,"Ministry of Agriculture, Wukari, Taraba State",Divisinoal Agric. Officer,Mar-2012,Feb-2013,NULL,NULL,1,Management,"Supervising staff on farm and orchard, also enlighten farms on new innovation by carrying out extension works in a remote areas.",5040
1046,afrihub ict company,teaching. a,Aug-2010,Oct-2011,NULL,NULL,1,Education,,626
1047,afrihub ict company,teaching and training ,Aug-2010,Oct-2011,NULL,NULL,1,Education,,626
1048,UNION BANK OF NIGERIA PLC,TELLER/CASH OFFICER,Oct-2007,Sep-2009,NULL,NULL,2,Banking,"*Posting of all inward and outward clearing cheques.  *Funds Transfer.
 *Moneygram Teller

                     Cash Officer/Back Office function.
  *Paying and Receiving Cashier.
   *Supervising cash tellers and vault administration                                                  
                                                          
                      Customer Service Officer
   *Account opening and documentation
   *Issuing Certified Cheques and Bank drafts
   *Attending to customers’ requests
    *Safekeeping of customers’ mandate files
    *Processing and verification of references
    *Relationship Officer
",4542
1049,D.O.OKWUISE AND COMPANY,ACCOUNT OFFICER/PROCUREMENT OFFICER,Feb-2010,-,NULL,NULL,-2010,Logistics,"Maintaining daily impress for the Company
 Reconciling cash and Bank Balances  
 Receiving invoices and quotation from vendors/suppliers
  General Procurement
",4542
1050,mega asset nigeria l.t.d,junior accountant,Mar-2010,Nov-2010,NULL,NULL,0,Finance,,3280
1052,Lafarge Wapco,legal Officer,Dec-2008,Sep-2009,NULL,NULL,1,NGO,"Worked directly with the company Secretary handling numerous administrative and legal matters. Responibities assigned to me includes:
.Drafting and review of company contracts.
.Coordination of company legal affairs with company lawyers.
.Acted as a liaison personnel with other department.
.Prepare prompt payment and effective disbursement of funds to cover department expenses.
.Keeping company’s legal record up-to-date. 
Filling company financial reports at SE and SEC",3337
1055,KING DAVID'S SYSTEM,SECRETARY/RECEPTIONIST,Feb-2001,Dec-2003,NULL,NULL,2,Secreatry,CUSTOMER CARE,622
1056,Havilah Motors Ltd,Sales Executive (contract),Oct-2012,Mar-2013,NULL,NULL,1,Marketing,"Duties: 
Maintain and develop relationships with existing customers via meetings, telephone calls and emails.
Visit potential customers for new business.
Make accurate, rapid cost calculations, and provide customers with quotations.
Negotiate the terms of an agreement and closing sales.
Negotiate variations in price, delivery and specifications with the company's managers.
Identify new markets and business opportunities.
Review personal sales performance, aiming to meet or exceed targets.
",1083
1054,SAMZIK Nigeria Ltd,Operations Supervisor,Nov-2009,Aug-2011,NULL,NULL,2,Consulting,"Worked directly with directly with top management I'm managing day to day business operations. I was responsibile for the following:
.Oversee day to day business operation.
.Ensure sales and prompt delivery of good to the company.
.Provide logistics support to customer were necessary.
.Managing negotations and Makings deals
.Reviewing Service Level Agreements (SLAs)
.Provide strategic recommendation to the company.
.Handle customer and client complaint.
.Provide expert consultancy service to client.
.Undertake projects as demanded by clients",3337
1057,RT Brsicoe Nig. Ltd,Freelancer,Jul-2012,Sep-2012,NULL,NULL,0,Marketing,"Duties:

Sales of Briscoe Toyota Motors
Educate prospective clients on the company products and services
Report to the Branch Manager weekly on performance and challenges
",1083
1058,Standard Alliance,Marketer,Nov-2010,Mar-2011,NULL,NULL,1,Banking,"Duties: 
Educate prospective clients on the company's various plans. Sustain and service current clients on weekly, monthly, & half yearly basis. 
Report to Unit Manager on daily production and activities. Attend weekly meetings and suggest ideas on the way forward
",1083
1059,Zain Ng,Asst.Supervisor/Customer Care Consultant,Jul-2008,Sep-2010,NULL,NULL,2,Telecoms,"Duties: 
Attend to customers’ queries and enquiries
Customer education on company products and services
Service Delivery
Customer retention
Revenue generation
Preparing daily, weekly and monthly reports
Stock Management for the shop
Invoicing and ordering of Dealers’ stock and shop sales daily
Ensure that stock levels are maintained, reporting imminent stock-outs to Inventory Supervisor 
Ensure stock warehouse is tidy and clean and that stock is secured at all times  
Conduct weekly stock count 
Report all stock discrepancies and irregularities to inventory supervisor
Manage and supervise the shop sales and activities, and report daily to shop supervisor
Coaches and conducts weekly training for shop staff in order to improve job efficiency and performance 
",1083
